WKT,nama,deskripsi
"POLYGON ((106.8236385 -6.1714986, 106.8234529 -6.1715823, 106.8233134 -6.171753, 106.8232598 -6.1727663, 106.8231632 -6.1763823, 106.8230774 -6.1797316, 106.8232491 -6.1800836, 106.8235173 -6.1802862, 106.8238821 -6.1803609, 106.8308451 -6.1801369, 106.8310489 -6.1800516, 106.8310597 -6.1797103, 106.8308129 -6.1793049, 106.8304374 -6.1789956, 106.8304159 -6.1787183, 106.830609 -6.1784836, 106.8298795 -6.1777156, 106.8299471 -6.1758932, 106.8300222 -6.1753919, 106.8300222 -6.1747092, 106.8298184 -6.1734505, 106.8295072 -6.1733545, 106.8291532 -6.1730985, 106.8290459 -6.1728105, 106.829239 -6.1720425, 106.8292175 -6.1718292, 106.8289386 -6.1715519, 106.8236385 -6.1714986))",Taman Monas,
