WKT,nama,deskripsi
"POLYGON ((106.7983755 -6.2145963, 106.7981877 -6.2148309, 106.7983701 -6.2169961, 106.7983809 -6.217972, 106.7983004 -6.2198598, 106.7983165 -6.2199665, 106.7983326 -6.2204998, 106.7983916 -6.2206278, 106.798515 -6.2207024, 106.7995449 -6.2211184, 106.8014064 -6.2218756, 106.802769 -6.2224302, 106.8030908 -6.2225689, 106.8036648 -6.2232835, 106.8047913 -6.2247393, 106.8064329 -6.2235555, 106.8087825 -6.2220569, 106.8082997 -6.2213264, 106.8082568 -6.2194705, 106.8083158 -6.2176734, 106.8083211 -6.2158015, 106.8069532 -6.2157642, 106.8061915 -6.2156682, 106.8061432 -6.2153962, 106.8061485 -6.214527, 106.8062397 -6.214527, 106.8062344 -6.214319, 106.8063041 -6.214319, 106.8062772 -6.2134221, 106.8061699 -6.2132515, 106.8061485 -6.2128249, 106.8050863 -6.2129955, 106.8034877 -6.2133581, 106.7997648 -6.2142861, 106.7983755 -6.2145963))",GBK,
