WKT,nama,deskripsi
"POLYGON ((106.8509114 -6.2328111, 106.8506807 -6.2334564, 106.8507076 -6.2340323, 106.8509275 -6.2345283, 106.852054 -6.2351682, 106.8525046 -6.2355788, 106.8526763 -6.2359947, 106.8526924 -6.236416, 106.8524885 -6.2370986, 106.8520862 -6.2384744, 106.8517697 -6.2396956, 106.8517268 -6.2399409, 106.8519414 -6.2403195, 106.852392 -6.2413541, 106.8527085 -6.2420953, 106.8539101 -6.242042, 106.8535882 -6.241594, 106.8531215 -6.2409221, 106.8529338 -6.2401436, 106.8529874 -6.2392317, 106.8531913 -6.2385384, 106.8535024 -6.2375679, 106.8535829 -6.2367573, 106.8535078 -6.2357015, 106.8532771 -6.2347149, 106.8528748 -6.2348056, 106.8528104 -6.2346776, 106.8525636 -6.2334831, 106.8516892 -6.233515, 106.8516088 -6.2335577, 106.851303 -6.2335097, 106.8512386 -6.2333071, 106.8512869 -6.2330511, 106.8509114 -6.2328111))",Tebet Eco Park,
